227443000,-4.784148,47.968567,-4.7859983,47.952267,340
249647000,-5.78609,48.508286,-5.77325,48.524155,576
249647000,-5.77325,48.524155,-5.766052,48.533455,303
227142200,-4.491493,47.832073,-4.4905615,47.832397,868
228208700,-4.4613867,47.82233,-4.4688835,47.79793,601
227318010,-4.4934483,47.838333,-4.4842315,47.832333,553
228195000,-5.0640135,48.273087,-5.072622,48.273113,480
228213700,-4.4995084,47.805447,-4.5017867,47.81836,307
228213700,-4.5220985,47.85428,-4.530628,47.866333,305
228133000,-4.488148,48.11388,-4.5150933,48.114548,359
228133000,-4.52349,48.115192,-4.5537767,48.115746,419
227443000,-4.7823815,47.929016,-4.771732,47.90357,639
228208700,-4.472275,47.78697,-4.48749,47.769817,3301
228208700,-4.4875417,47.769833,-4.4906116,47.77096,341
261283000,-6.1234016,48.935547,-6.086573,49.07316,2054
227318010,-4.493765,47.83325,-4.478015,47.825035,2352
227318010,-4.4789815,47.825485,-4.4794483,47.8254,308
220625000,-5.1881385,48.06283,-5.1491017,47.962875,1959
220625000,-5.1491017,47.962875,-5.1177416,47.949524,481
228131600,-4.7683134,47.950733,-4.7662883,47.935215,481
228131600,-4.7623835,47.915447,-4.760092,47.90436,381
228213700,-4.5307117,47.866455,-4.599352,47.947014,2080
228213700,-4.600535,47.948574,-4.61772,47.971317,561
228138000,-4.854747,47.763607,-4.8784585,47.765377,2707
228037600,-4.327565,48.19272,-4.3399816,48.19425,311
249647000,-5.766052,48.533455,-5.6981735,48.61882,3040
228167900,-4.4510765,47.838135,-4.461223,47.875004,3573
228167900,-4.4627266,47.875572,-4.463405,47.87556,556
227142200,-4.4905868,47.83235,-4.4527135,47.866013,2114
228380000,-4.1729684,47.746,-4.20657,47.745125,559
225328000,-5.6237683,48.75859,-5.471365,48.828934,3600
220625000,-5.1177416,47.949524,-5.09677,47.94013,339
228131600,-4.760092,47.90436,-4.7553735,47.87639,929
228370000,-4.698245,47.8386,-4.744293,47.82256,3348
228854000,-4.9185834,48.082592,-4.945435,48.07998,386
228167900,-4.46655,47.877525,-4.4670367,47.875706,2094
227142200,-4.4713917,47.88019,-4.470773,47.88061,310
228133000,-5.01542,48.084545,-5.0534916,48.079323,558
228380000,-4.20657,47.745125,-4.3668265,47.75888,2723
228854000,-4.9500833,48.079533,-4.9826117,48.077267,460
249647000,-5.6981735,48.61882,-5.628587,48.70702,2992
249647000,-5.628587,48.70702,-5.6137366,48.724945,564
211651000,-6.047808,48.250256,-5.9034166,48.45119,7201
228160000,-4.481805,47.87495,-4.481197,47.875805,308
228160000,-4.481197,47.875805,-4.4810867,47.87607,303
228138000,-4.879165,47.769108,-4.83954,47.87016,4406
228133000,-5.0541835,48.07927,-5.109085,48.074863,771
225328000,-5.471365,48.828934,-5.3082967,48.89778,3601
249647000,-5.6062083,48.7346,-5.587665,48.75246,600
228138000,-4.836022,47.880707,-4.8203583,47.9092,1046
228854000,-5.0788765,48.070026,-5.191865,48.032063,2065
249647000,-5.586292,48.753033,-5.4852567,48.79308,2070
228070700,-5.218058,48.761993,-5.4024568,48.679752,7511
227318020,-4.4712214,47.87346,-4.4021883,47.872185,7200
211651000,-5.9034166,48.45119,-5.7503066,48.635044,3640
211366340,-5.143445,48.70123,-5.17149,48.68306,587
228302900,-4.5799384,47.93405,-4.5750885,47.974014,7201
228854000,-5.192742,48.031727,-5.211815,48.025608,320
273350190,-5.3720083,49.027294,-5.3937783,49.019405,318
249647000,-5.467632,48.79978,-5.43599,48.81225,600
228160000,-4.4810867,47.87607,-4.4148,47.863415,3282
225328000,-5.3082967,48.89778,-5.123163,48.970055,3600
228854000,-5.267395,48.02377,-5.314375,47.991074,2360
211651000,-5.7503066,48.635044,-5.5523567,48.80513,3559
567468000,-6.163235,48.043915,-6.0056367,48.243713,3571
248373000,-6.5219336,48.77398,-6.352595,48.50125,6286
249647000,-5.40541,48.82478,-5.25151,48.884354,2687
235054581,-6.616832,47.490833,-6.461332,47.695835,2961
227307000,-4.8155932,47.780888,-4.7953,47.967236,10057
305994000,-5.4155235,48.00208,-5.5046816,48.175472,3601
228302900,-4.5750885,47.974014,-4.438645,47.872684,3601
249647000,-5.2507668,48.88464,-5.21504,48.899,593
355146000,-5.6875067,48.22724,-5.5350633,48.051548,3600
228380000,-4.3679967,47.759148,-4.572575,47.842785,7497
235054581,-6.461165,47.696167,-6.442165,47.718,337
227375000,-5.922488,48.249474,-5.9151716,48.24085,316
227307000,-4.794675,47.96837,-4.78147,47.99432,676
226177000,-5.91943,48.678062,-5.9123282,48.67522,339
228854000,-5.3131866,47.99014,-5.2777514,47.957985,1196
248373000,-6.3517385,48.500374,-6.308387,48.45758,1173
227857000,-3.9034133,47.71873,-3.8595467,47.596333,3591
273350190,-5.3937783,49.019405,-5.64472,48.924286,3880
228041600,-5.73313,48.513268,-5.4734516,48.440292,3597
211366340,-5.17252,48.68233,-5.4030266,48.502068,6590
567468000,-6.0052133,48.2443,-5.85307,48.46018,3612
227375000,-5.908455,48.233047,-5.846885,48.16966,2423
219927000,-6.4988832,47.646255,-6.3912,47.79164,2068
228370000,-4.7516985,47.81536,-4.5657516,47.811054,10540
228041600,-5.4734516,48.440292,-5.450465,48.431828,342
236111817,-6.05655,48.000446,-6.0438786,48.027565,550
235054581,-6.442165,47.718,-6.265165,47.916668,2998
228033800,-5.644143,48.8529,-5.57332,48.804913,2983
355146000,-5.5350633,48.051548,-5.33138,47.92622,3601
636010378,-7.3069134,47.160442,-7.270655,47.19467,606
249647000,-5.21504,48.899,-4.9850616,48.9904,3620
227109900,-4.576795,47.81299,-4.5559134,47.819813,3613
235054581,-6.2648315,47.916832,-6.230332,47.9565,598
219927000,-6.38901,47.794334,-6.338947,47.85656,887
305994000,-5.5046816,48.175472,-5.601545,48.355167,3600
533913000,-6.030648,48.311,-5.636715,48.71562,7784
273350190,-5.64472,48.924286,-5.807503,48.821854,3590
249647000,-4.9850616,48.9904,-4.9644165,48.998363,307
235080328,-5.55298,49.033047,-5.5729966,49.011642,587
235089914,-5.422342,49.01623,-5.8655634,48.792816,7200
228041600,-5.450465,48.431828,-5.2798066,48.374012,2540
228931000,-4.8996534,48.097027,-4.923343,48.09543,434
228370000,-4.5657516,47.811054,-4.525255,47.809433,3600
228041600,-5.2798066,48.374012,-5.2466416,48.361435,550
228893000,-4.4213,47.75658,-4.4543285,47.752075,599
227314000,-5.7445617,48.897995,-5.676288,48.820927,2402
355146000,-5.3246684,47.922832,-5.1275883,47.82395,3100
236111817,-6.02718,48.0579,-5.963835,48.173145,2377
236111817,-5.96294,48.174854,-5.9552865,48.189095,301
226178000,-5.81768,48.83927,-5.68959,48.820152,20055
235054581,-6.2144985,47.974834,-6.046332,48.174835,2981
228033800,-5.57332,48.804913,-5.454467,48.783607,3599
227375000,-5.846885,48.16966,-5.7407565,48.05754,4164
219927000,-6.338947,47.85656,-6.192685,48.040108,3278
228380000,-4.572575,47.842785,-4.6030183,47.83201,6897
228931000,-4.923343,48.09543,-4.9585867,48.094383,618
533913000,-5.636315,48.71605,-5.416765,48.838966,3001
227474000,-6.230487,48.621582,-6.0686383,48.620396,20724
227895000,-3.8179984,47.651833,-3.971165,47.801,7180
211366340,-5.40337,48.49276,-5.3763266,48.374672,4455
636010378,-7.2505016,47.21364,-7.0023417,47.36688,3294
235080328,-5.574013,49.010586,-5.7592034,48.92546,3568
235054581,-6.029498,48.195,-5.995498,48.237,624
228070700,-5.40916,48.67856,-5.2106733,48.766983,10800
636016279,-6.220832,48.807667,-7.0613317,47.906834,14401
228931000,-4.9594183,48.09444,-4.99438,48.096027,603
228931000,-4.99438,48.096027,-5.02834,48.093575,557
355146000,-5.0949817,47.81032,-5.029515,47.776455,981
227314000,-5.6755233,48.82012,-5.641627,48.780216,1196
235054581,-5.994665,48.238167,-5.9713316,48.270668,473
226338000,-5.048715,47.79529,-5.0749717,47.849445,582
228157000,-5.103395,48.07954,-5.121637,48.07896,301
636010378,-6.984815,47.384575,-6.9111266,47.458527,1216
227474000,-6.0686383,48.620396,-6.110335,48.638447,2979
305260000,-6.4350934,47.72127,-6.2691336,47.930492,3281
355146000,-5.029515,47.776455,-4.9094515,47.711983,1758
248373000,-6.3071,48.456413,-5.7747335,48.201065,9279
244281000,-5.105015,49.178024,-5.4777184,49.037506,5676
